,Symbol,Company,Ongoing/ One-time,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Amount transferred to Unspent CSR Account for the project (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),States (City/Town/District/Village),Category
12013,POWERGRID,POWER GRID CORP.OF INDIA LTD.,One-time,"EXTENDING FINANCIAL ASSISTANCE TO TMC FOR DEVELOPING MODULAR OPERATION THEATRES AT WOMEN AND CHILD HOSPITAL, ACTREC CAMPUS TMC, NAVI MUMBAI.",HEALTHCARE,SCHEDULE VII (I),,1473.35,,,,"TATA MEMORIAL CENTRE-ADVANCED CENTRE FOR TREATMENT, RESEARCH & EDUCATION IN CANCER",1473.35,MAHARASHTRA (NAVI MUMBAI),Medical and Health
12014,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,DISTRIBUTION OF HOSPITAL BEDS AT BHADRAVATI COVID ISOLATION CENTRE,HEALTHCARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",4.95,4.95,,,,LOCAL ADMINISTRATION,4.95,MAHARASHTRA (CHANDRAPUR),Medical and Health
12015,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,PROVIDING AMBULANCE VAN TO VADODARA FIRE AND EMERGENCY SERVICES UNDER VMC (VADODARA MUNICIPAL CORPORATION) TO CATER THE REQUIREMENT OF COVID PATIENTS,HEALTHCARE,SCHEDULE VII (I),16.68,14.96,,,14.96,,,GUJARAT (VADODARA),Medical and Health
12020,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,"AMBULANCE TO PEOPLE OF LUNGLEI DISTRICT, MIZORAM",HEALTHCARE,SCHEDULE VII (I),6.7,0.67,,,,DISTRICT ADMINISTRATION,0.67,MIZORAM (LUNGLEI),Medical and Health
12021,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,"EXPENDITURE TOWARDS ORGANIZING HEALTH CHECK UP AND VACINNATION CAMP AT JETU LINE, DALSINGPARA UNDER KATCHINI BLOCK. ALIPURDWAR.",HEALTHCARE,SCHEDULE VII (I),2.02,1.12,,,1.12,,,WEST BENGAL (ALIPURDUAR),Medical and Health
12029,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,"PROCUREMENT OF N-95 MASK AND GLOVES UNDER CSR TO BE GIVEN TO SADAR HOSPITAL, BHOJPUR, BIHAR REGARDING PREVENTION FROM THE 2ND WAVE OF COVID-19",HEALTHCARE,SCHEDULE VII (I),11.74,13.24,,,13.25,,,BIHAR (BHOJPUR),Medical and Health
12035,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,"SUPPLY OF MEDICAL EQUIPMENT TO PUBLIC HEALTH CENTER, VILLAGE NIRONA AT NAKHATRANA, BHUJ, GUJARAT",HEALTHCARE,SCHEDULE VII (I),4.88,4.34,,,4.34,,,GUJARAT (KUTCH),Medical and Health
12042,POWERGRID,POWER GRID CORP.OF INDIA LTD.,One-time,"FRUIT GARDEN SAIBLU, MANIPUR",ENVIRONMENT AND SUSTAINABLE RURAL DEVELOPMENT,"SCHEDULE VII (IV), SCHEDULE VII (X)",,28.12,,,,"AUTONOMOUS DISTRICT COUNCIL, CHURACHANDPUR, GOVT.OF MANIPUR",28.12,MANIPUR (CHURACHANDPUR),Medical and Health
12046,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,FINANCIAL ASSISTANCE TOWARDS INTEGRATED DEVELOPMENT OF KEVADIA UNDER CSR INITIATIVE OF POWERGRID (SARDAR VALLABH BHAI PATEL TRUST),SANITATION,SCHEDULE VII (I),1500.0,1500.0,,,,SVPRET,1500.0,GUJARAT (NARMADA),Medical and Health
12052,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,FOOD EXPENDITURE FOR PROVIDING MEAL SERVICES TO SUPPORT AMC STAFF DURING THEIR STAY INSIDE ALIPURDUAR SUBSTATION PREMISES DUE TO ONGOING COVID-19 PANDEMIC,HEALTHCARE,SCHEDULE VII (I),1.17,1.17,,,1.17,,,WEST BENGAL (ALIPURDUAR),Medical and Health
12058,POWERGRID,POWER GRID CORP.OF INDIA LTD.,One-time,"PROVIDING MEDICAL EQUIPMENT AND INSTRUMENTS AT VARIUOS HOSPITALS IN KALAHANDI DISTRICT, (ASPIRATIONAL DISTRICT), ODISHA, UNDER CSR",HEALTHCARE,SCHEDULE VII (I),,239.53,,,239.53,,,ODISHA (KALAHANDI),Medical and Health
12063,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,"PROVIDING AMBULANCE & MEDICAL EQUIPMENT IN PRIMARY HEALTH CENTRE, VILLAGE NIRONA, DISTRICT KACHCHH",HEALTHCARE,SCHEDULE VII (I),8.6,8.77,,,8.77,,,GUJARAT (KUTCH),Medical and Health
12069,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,"PROPOSAL FOR PROCUREMENT OF OXYGEN CYLINDERS FOR HANDING OVER TO GOVT. HOSPITAL BHAISMA, KORBA",HEALTHCARE,SCHEDULE VII (I),0.47,0.47,,,0.47,,,CHHATTISGARH (KORBA),Medical and Health
12070,POWERGRID,POWER GRID CORP.OF INDIA LTD.,One-time,"CONSTRUCTION OF POWERGRID VISHRAM SADAN AT SIR SAYAJIRAO GENERAL (SSG) HOSPITAL, VADODARA UNDER CSR.",HEALTHCARE,SCHEDULE VII (I),,691.42,,,,HSCC,691.43,GUJARAT (VADODARA),Medical and Health
12072,POWERGRID,POWER GRID CORP.OF INDIA LTD.,One-time,"FINANCIAL ASSISTANCE FOR CREATING A NUCLEAR MEDICINE THERANOSTICS FACILITY FOR PATIENTS UNDERGOING RADIOISOTOPE TREATMENT AT TMC/ACTREC, MUMBAI FOR CANCER AT TATA, MUMBAI",HEALTHCARE,SCHEDULE VII (I),,300.0,,,,"TATA MEMORIAL CENTRE-ADVANCED CENTRE FOR TREATMENT, RESEARCH & EDUCATION IN CANCER",300.0,MAHARASHTRA (MUMBAI),Medical and Health
12087,POWERGRID,POWER GRID CORP.OF INDIA LTD.,Ongoing,"DISTRIBUTION OF ITEMS FOR PROTECTION AGAINST COVID-19 SUCH AS SANITIZERS, MASKS ETC. IN AND AROUND POWERGRID.",HEALTHCARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",4.7,1.64,,,1.64,,,"DELHI,HARYANA,RAJASTHAN,UTTAR PRADESH,UTTARAKHAND",Medical and Health
12093,POWERMECH,POWER MECH PROJECTS LTD.,One-time,ERADICATING HUNGER,DISTRIBUTION OF FOOD AND EDIBLES,SCHEDULE VII (I),,8.68,,POWER MECH FOUNDATION,8.68,,,ANDHRA PRADESH (KRISHNA),Medical and Health
12095,POWERMECH,POWER MECH PROJECTS LTD.,One-time,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,HEALTH AND HYGIENE,SCHEDULE VII (I),,7.07,,POWER MECH FOUNDATION,7.07,,,TELANGANA (YADADRI),Medical and Health
12098,POWERMECH,POWER MECH PROJECTS LTD.,One-time,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,HEALTH AND HYGIENE,SCHEDULE VII (I),,10.0,,,10.0,,,MADHYA PRADESH (BHOPAL),Medical and Health
12100,POWERMECH,POWER MECH PROJECTS LTD.,One-time,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,HEALTH AND HYGIENE,SCHEDULE VII (I),,10.0,,POWER MECH FOUNDATION,10.0,,,UTTAR PRADESH (NOIDA),Medical and Health
12101,POWERMECH,POWER MECH PROJECTS LTD.,One-time,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,HEALTH AND HYGIENE,SCHEDULE VII (I),,1.5,,POWER MECH FOUNDATION,1.5,,,ANDHRA PRADESH (VIJAYAWADA),Medical and Health
12102,POWERMECH,POWER MECH PROJECTS LTD.,One-time,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,HEALTH AND HYGIENE,SCHEDULE VII (I),,4.97,,POWER MECH FOUNDATION,4.97,,,KARNATAKA (RAICHUR),Medical and Health
12110,PRAJIND,PRAJ INDUSTRIES LTD.,One-time,TRAFFIC CONTROL TO REDUCE FUEL WASTAGE,CL. IV,SCHEDULE VII (IV),,2.58,,PRAJ FOUNDATION,2.58,,,MAHARASHTRA (PUNE),Medical and Health
12116,PRAJIND,PRAJ INDUSTRIES LTD.,One-time,SUPPORT FOR COVID CARE,CL. I,"SCHEDULE VII (I), SCHEDULE VII (XII)",,50.0,,PRAJ FOUNDATION,50.0,,,MAHARASHTRA (PUNE),Medical and Health
12122,PRAKASH,PRAKASH INDUSTRIES LTD.,One-time,PROMOTING PREVENTING HEALTHCARE,PROMOTING PREVENTING HEALTHCARE (I),SCHEDULE VII (I),,5.2,,,5.2,,,ODISHA (KEONJHAR),Medical and Health
12131,PRAKASH,PRAKASH INDUSTRIES LTD.,One-time,PROMOTING PREVENTING HEALTHCARE,PROMOTING PREVENTING HEALTHCARE (I),SCHEDULE VII (I),,162.11,,,162.11,,,CHHATTISGARH (CHAMPA),Medical and Health
12132,PRAKASH,PRAKASH INDUSTRIES LTD.,One-time,PROMOTING PREVENTING HEALTHCARE,PROMOTING PREVENTING HEALTHCARE (I),SCHEDULE VII (I),,22.4,,,22.4,,,CHHATTISGARH (RAIPUR),Medical and Health
12133,PRAKASH,PRAKASH INDUSTRIES LTD.,One-time,POVERTY & MALNUTRITION,POVERTY & MALNUTRITION (I),SCHEDULE VII (I),,91.0,,INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS,91.0,,,DELHI (SOUTH DELHI),Medical and Health
12134,PPL,PRAKASH PIPES LTD.,One-time,POVERTY & MALNUTRITION,POVERTY & MALNUTRITION SCHEDULE VII (I),SCHEDULE VII (I),,91.0,,,,"INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS, NEW DELHI",91.0,DELHI (SOUTH DELHI),Medical and Health
12135,PPL,PRAKASH PIPES LTD.,One-time,PROMOTING HEALTHCARE,PROMOTING PREVENTING HEALTHCARE SCHEDULE VII (I),SCHEDULE VII (I),,4.0,,,4.0,,,UTTARAKHAND (KASHIPUR),Medical and Health
12137,DIAMONDYD,PRATAAP SNACKS LTD.,One-time,"HEALTH CHECK-UP CAMP FOR RESIDENTS OF PALDA OR/AND TILLORE, INDORE",ITEM NO. (I) (PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE),SCHEDULE VII (I),,8.0,,,,CHILD CARE & EDUCATION SOCIETY,8.0,MADHYA PRADESH (INDORE),Medical and Health
12143,DIAMONDYD,PRATAAP SNACKS LTD.,One-time,DISTRIBUTION OF COMPANY^S PRODUCTS TO THE RESIDENTS/ PEOPLE IN THE COVID-19 PANDEMIC AFFECTED AREAS,ITEM NO. (I) (ERADICATING HUNGER); AND ITEM NO. (XII) (DISASTER MANAGEMENT),"SCHEDULE VII (I), SCHEDULE VII (XII)",,10.0,,,10.0,,,MADHYA PRADESH (INDORE),Medical and Health
12144,DIAMONDYD,PRATAAP SNACKS LTD.,One-time,CLINICAL INFRASTRUCTURE FOR COVID HEALTHCARE CENTER IN JHABUA,ITEM NO. (I) (PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE); AND ITEM NO. (XII) (DISASTER MANAGEMENT),"SCHEDULE VII (I), SCHEDULE VII (XII)",,5.0,,,,SHIVGANGA SAMAGRA GRAM VIKAS PARISHAD SAMITI,5.0,MADHYA PRADESH (JHABUA),Medical and Health
12145,DIAMONDYD,PRATAAP SNACKS LTD.,One-time,COVID-19 VACCINATION CAMP FOR UNDERPRIVILEGED PEOPLE AND PROVIDING MEDICAL SUPPORT TO UNDERPRIVILEGED CHILDREN SUFFERING FROM CANCER,ITEM NO. (I) (PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE),"SCHEDULE VII (I), SCHEDULE VII (XII)",,5.0,,,,NANHE FARISHTE,5.0,MADHYA PRADESH (INDORE),Medical and Health
12148,PRECAM,PRECISION CAMSHAFTS LTD.,One-time,DISTRIBUTION OF BIPAP VENTILATOR MACHINES,PROMOTING HEALTHCARE INCLUDING PREVENTIVE HEALTHCARE AND SANITATION,SCHEDULE VII (I),,28.0,,,28.0,,,MAHARASHTRA (SOLAPUR),Medical and Health
12149,PRECAM,PRECISION CAMSHAFTS LTD.,One-time,FINANCIAL ASSISTANCE FOR INSTALLATION OF OXYGEN GENERATION PLANT IN NAGPUR,PROMOTING HEALTHCARE INCLUDING PREVENTIVE HEALTHCARE AND SANITATION,SCHEDULE VII (I),,2.5,,,2.5,,,MAHARASHTRA (NAGPUR),Medical and Health
12152,PRECAM,PRECISION CAMSHAFTS LTD.,One-time,FINANCIAL ASSISTANCE OF INSTALLATION OF OXYGEN GENERATION PLANT IN OSMANABAD M.I.D.C,PROMOTING HEALTHCARE INCLUDING PREVENTIVE HEALTHCARE AND SANITATION,SCHEDULE VII (I),,5.0,,SWA-ROOP WARDHINEE,5.0,,,MAHARASHTRA (OSMANABAD),Medical and Health
12153,PRECAM,PRECISION CAMSHAFTS LTD.,One-time,DISTRIBUTION OF MEDICAL EQUIPMENT FOR COVID CARE CENTRE AT PANDHURPUR,PROMOTING HEALTHCARE INCLUDING PREVENTIVE HEALTHCARE AND SANITATION,"SCHEDULE VII (I), SCHEDULE VII (XII)",,2.62,,,2.62,,,MAHARASHTRA (SOLAPUR),Medical and Health
12159,PRECAM,PRECISION CAMSHAFTS LTD.,One-time,"DISTRIBUTION OF FOOD GRAINS TO POOR CHILDREN, LEPERS FOR HUNGER ERADICATION",SOCIAL ISSUES,SCHEDULE VII (I),,3.5,,,3.5,,,MAHARASHTRA (SOLAPUR),Medical and Health
12163,PRECAM,PRECISION CAMSHAFTS LTD.,One-time,DISTRIBUTION OF OXYGEN CONCENTRATORS IN RURAL AREAS,PROMOTING HEALTHCARE INCLUDING PREVENTIVE HEALTHCARE AND SANITATION,SCHEDULE VII (I),,13.58,,,13.58,,,MAHARASHTRA (SOLAPUR),Medical and Health
12165,PRECAM,PRECISION CAMSHAFTS LTD.,One-time,"DISTRIBUTION OF FOOD GRAINS TO POOR CHILDREN, LEPERS FOR HUNGER ERADICATION",SOCIAL ISSUES,SCHEDULE VII (I),,2.0,,,,SANSKAR SANJIVANI FOUNDATION,2.0,MAHARASHTRA (SOLAPUR),Medical and Health
12167,PRECWIRE,PRECISION WIRES INDIA LTD.,One-time,HUNGER ERADICATION AND MALNUTRITION,I,SCHEDULE VII (I),,16.31,,,,"FEDERATION OF INDUSTRIES, SILVASSA",16.31,DADRA & NAGAR HAVELI AND DAMAN & DIU (SILVASSA),Medical and Health
12168,PRECWIRE,PRECISION WIRES INDIA LTD.,One-time,HEALTHCARE AND RESEARCH,I,SCHEDULE VII (I),,10.0,,,,TATA MEMORIAL HOSPITAL,10.0,MAHARASHTRA (MUMBAI),Medical and Health
12171,PRECWIRE,PRECISION WIRES INDIA LTD.,One-time,HUNGER ERADICATION,I,SCHEDULE VII (I),,15.0,,,,"AKSHAYA PATRA FOUNDATION,THE",15.0,DADRA & NAGAR HAVELI AND DAMAN & DIU (SILVASSA),Medical and Health
12174,PRECWIRE,PRECISION WIRES INDIA LTD.,One-time,HEALTHCARE AND RESEARCH,I,SCHEDULE VII (I),,25.0,,,,"CENTRE OF EXCELLENCE (COEOGE), IIT BOMBAY",25.0,MAHARASHTRA (MUMBAI),Medical and Health
12176,PRECWIRE,PRECISION WIRES INDIA LTD.,One-time,PROMOTING HEALTHCARE,I,SCHEDULE VII (I),,5.0,,,,RAMAKRISHNA MISSION,5.0,MAHARASHTRA (MUMBAI),Medical and Health
12179,PRECOT,PRECOT LTD.,One-time,HEALTH CARE,(I),SCHEDULE VII (I),,2.4,,,,COIMBATORE MASONIC CHARITY TRUST,2.4,TAMIL NADU (COIMBATORE),Medical and Health
12181,PREMEXPLN,PREMIER EXPLOSIVES LTD.,Ongoing,MOBILE MEDICAL UNIT ATTENDING TO ELDERLY PEOPLE,ITEM NO. (I)-HEALTHCARE,SCHEDULE VII (I),11.26,11.26,,,,HELPAGE INDIA,11.26,TELANGANA (BHUVANGIRI YADADRI),Medical and Health
12183,PREMIERPOL,PREMIER POLYFILM LTD.,One-time,HEALTH CARE,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,0.5,,,,CANCER RELIEF SOCIETY,0.5,MAHARASHTRA (NAGPUR),Medical and Health
12184,PREMIERPOL,PREMIER POLYFILM LTD.,Ongoing,HEALTH CARE,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),200.0,22.16,,,,SHREE MAGNIRAM BAIJMATH CHARITABLE TRUST,22.16,BIHAR (MUNGER),Medical and Health
12185,PREMIERPOL,PREMIER POLYFILM LTD.,One-time,HEALTH CARE,DISASTER MANAGEMENT,"SCHEDULE VII (I), SCHEDULE VII (XII)",,1.07,,,1.07,,,BIHAR (MUNGER),Medical and Health
12186,PREMIERPOL,PREMIER POLYFILM LTD.,One-time,HEALTH CARE,DISASTER MANAGEMENT,"SCHEDULE VII (I), SCHEDULE VII (XII)",,2.0,,,,DISTRICT MAGISTRATE RELIEF FUND,2.0,UTTAR PRADESH (BULANDSHAHR),Medical and Health
12187,PRESSMN,PRESSMAN ADVERTISING LTD.,One-time,PROMOTING HEALTH CARE AND EDUCATION,HEALTH CARE,SCHEDULE VII (I),,15.51,,,,HARSHA CHAND PADMABATI SUCHANTI CHARITABLE TRUST,15.51,WEST BENGAL (KOLKATA),Medical and Health
12189,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,One-time,ERADICATING HUNGER,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, [PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE] AND SANITATION [INCLUDING CONTRIBUTION TO THE SWACH BHARAT KOSH SET-UP BY THE CENTRAL GOVERNMENT FOR THE PROMOTION OF SANITATION] AND MAKING AVAILABLE SAFE DRINKING WATER.",SCHEDULE VII (I),,110.0,,,110.0,,,KARNATAKA,Medical and Health
12190,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,One-time,UPKEEP OF OFFICE OF COMMISSIONER OF POLICE,"PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDING AND SITES OF HISTORICAL IMPORTANCE AND WORKS OF ART; SETTING UP PUBLIC LIBRARIES; PROMOTION AND DEVELOPMENT OF TRADITIONAL ART AND HANDICRAFTS;",SCHEDULE VII (V),,20.0,,,20.0,,,KARNATAKA,Medical and Health
12192,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,One-time,COVID 19 RELIEF ACTIVITIES,"DISASTER MANAGEMENT, INCLUDING RELIEF, REHABILITATION AND RECONSTRUCTION ACTIVITIES.",SCHEDULE VII (XII),,210.0,,,210.0,,,KARNATAKA,Medical and Health
12194,PRICOLLTD,PRICOL LTD.,One-time,COVID,HEALTH CARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",,40.39,,,40.39,,,TAMIL NADU (COIMBATORE),Medical and Health
12195,PRICOLLTD,PRICOL LTD.,One-time,COVID,HEALTH CARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",,4.65,,,,ND FOUNDATION,4.65,TAMIL NADU (COIMBATORE),Medical and Health
12196,PRIMESECU,PRIME SECURITIES LTD.,One-time,COVID-19 RELIEF MEASURES,HEALTHCARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",,10.0,,,,,10.0,ALL STATES,Medical and Health
12200,,PRIMO CHEMICALS LTD.,One-time,PROMOTION OF HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,PROMOTION OF HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,1.0,,,,ROTARY & BLOOD BANK SOCIETY,1.0,CHANDIGARH,Medical and Health
12205,,PRIMO CHEMICALS LTD.,One-time,PROMOTION OF HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,PROMOTION OF HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,24.59,,,24.59,,,PUNJAB (RUPNAGAR),Medical and Health
12208,PRINCEPIPE,PRINCE PIPES & FITTINGS LTD.,One-time,PROMOTING HEALTHCARE OXYGEN CONCENTRATORS FOR COVID RELIEF,I,SCHEDULE VII (I),,81.4,,,81.4,,,"BIHAR,RAJASTHAN,TELANGANA",Medical and Health
12212,PRSMJOHNSN,PRISM JOHNSON LTD.,One-time,DONATION TO TRUST OPERATING OLD AGE HOME,(III) FACILITIES FOR SENIOR CITIZENS,SCHEDULE VII (III),,7.0,,,,DR.LALTA PRASAD KHARE PUBLIC CHARITABLE TRUST,7.0,MADHYA PRADESH (SATNA),Medical and Health
12215,PRSMJOHNSN,PRISM JOHNSON LTD.,One-time,CONSTRUCTION OF COMMUNITY HEALTH CENTRE,(X) RURAL DEVELOPMENT PROJECTS,SCHEDULE VII (X),,4.0,,,4.0,,,MAHARASHTRA (RAIGAD),Medical and Health
12219,PRSMJOHNSN,PRISM JOHNSON LTD.,One-time,"PROVIDING COVID CARE MEDICINE KITS & OXYGEN CONCENTRATORS TO COMMUNITY HEALTH CENTRE/ DISTRICT HOSPITAL ETC., FINANCIAL ASSISTANCE TO CHILDREN ORPHANED DUE TO COVID",(XII) DISASTER MANAGEMENT,"SCHEDULE VII (I), SCHEDULE VII (XII)",,25.0,,,25.0,,,"MADHYA PRADESH (BHOPAL,SATNA)",Medical and Health
12220,PRSMJOHNSN,PRISM JOHNSON LTD.,One-time,PROVIDING OXYGEN CONCENTRATORS TO AP MEDICAL SERVICES,(XII) DISASTER MANAGEMENT,SCHEDULE VII (XII),,3.0,,,3.0,,,ANDHRA PRADESH (KURNOOL),Medical and Health
12221,PRSMJOHNSN,PRISM JOHNSON LTD.,One-time,FINANCIAL ASSISTANCE FOR PROVIDING COVID CARE KITS TO POLICE PERSONNEL,(XII) DISASTER MANAGEMENT,SCHEDULE VII (XII),,3.0,,,3.0,,,ANDHRA PRADESH (KURNOOL),Medical and Health
12237,PRSMJOHNSN,PRISM JOHNSON LTD.,One-time,"PROVIDING THERMAL INNERWEAR, DISTRIBUTION OF BLANKETS ETC.",(III) ASSISTANCE TO SENIOR CITIZENS / FACILITIES FOR ORPHANS,SCHEDULE VII (III),,1.0,,,1.0,,,MADHYA PRADESH (SATNA),Medical and Health
12239,PRITIKAUTO,PRITIKA AUTO INDUSTRIES LTD.,One-time,MENSTRUAL HYGIENE AWARENESS PROGRAM,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING HEALTH CARE INCLUDING PREVENTINVE HEALTH CARE AND SANITATION INCLUDING CONTRIBUTION TO THE SWACH BHARAT KOSH SET-UP BY THE CENTRAL GOVERNMENT FOR THE PROMOTION OF SANITATION] AND MAKING AVAILABLE SAFE DRINKING WATER,",SCHEDULE VII (I),,8.5,,,,RANI BREAST CANCER TRUST,8.5,"PUNJAB (HOSHIARPUR,SAS NAGAR)",Medical and Health
12240,PRITIKAUTO,PRITIKA AUTO INDUSTRIES LTD.,One-time,FREE MEDICAL FACILITIES,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING HEALTH CARE INCLUDING PREVENTINVE HEALTH CARE AND SANITATION INCLUDING CONTRIBUTION TO THE SWACH BHARAT KOSH SET-UP BY THE CENTRAL GOVERNMENT FOR THE PROMOTION OF SANITATION] AND MAKING AVAILABLE SAFE DRINKING WATER,",SCHEDULE VII (I),,1.2,,,,SAHIBZADA AJIT SINGH FREE POLY CLINIC TRUST,1.2,PUNJAB (SAS NAGAR),Medical and Health
12247,PRIVISCL,PRIVI SPECIALITY CHEMICALS LTD.,One-time,BLOOD DONATION CAMP IN MAHAD AND FINANCIAL HELP TO MMA VITHAI DIALYSIS CENTER AT MAHAD,HEALTH & HYGIENE,SCHEDULE VII (I),,1.4,,,1.4,,,"GUJARAT (JHAGADIA),MAHARASHTRA (RAIGAD)",Medical and Health
12249,PRIVISCL,PRIVI SPECIALITY CHEMICALS LTD.,One-time,"COMBATING COVID AT MAHAD, NAVI MUMBAI, JHAGADIA AND POLICE WELFARE FUND FOR COVID AFFECTED FAMILIES",DISASTER MANAGEMENT,SCHEDULE VII (XII),,76.5,,,76.5,,,"GUJARAT (JHAGADIA),MAHARASHTRA (RAIGAD)",Medical and Health
12259,PGHH,PROCTER & GAMBLE HYGIENE & HEALTHCARE LTD.,One-time,"SUPPORTING SATLAPUR GOVERNMENT SCHOOL TO PROVIDE INFRASTRUCTURE, NUTRITION AND HYGIENE SUPPORT",PROMOTING EDUCATION,SCHEDULE VII (II),,15.0,,,,ARUSHI SOCIETY,15.0,MADHYA PRADESH (MANDIDEEP),Medical and Health
12269,PROLIFE,PROLIFE INDUSTRIES LTD.,One-time,HEALTH AWARENESS,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,8.5,,PROLIFE FOUNDATION,8.5,,,GUJARAT (BHARUCH),Medical and Health
12270,PROZONINTU,PROZONE INTU PROPERTIES LTD.,One-time,RELIEF OF POVERTY,ITEM NO. (I),SCHEDULE VII (I),,8.24,,,,OMKAR ANDH-APANG SAMAJIK SANSTHA,8.24,MAHARASHTRA (MUMBAI),Medical and Health
12271,PSPPROJECT,PSP PROJECTS LTD.,One-time,FACILITATING COVID-19 RELIEF EFFORTS BY CONTRIBUTION TOWARDS PROMOTION OF HEALTHCARE FACILITIES,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE  SCHEDULE VII (I),SCHEDULE VII (I),,50.0,,,,YUVA UNSTOPPABLE,50.0,GUJARAT (AHMEDABAD),Medical and Health
12282,,PTC INDUSTRIES LTD.,One-time,HEALTH AND WELFARE,(I),SCHEDULE VII (I),,1.11,,,,KALYANAM KAROTI,1.11,UTTAR PRADESH (LUCKNOW),Medical and Health
12288,PTL,PTL ENTERPRISES LTD.,One-time,COVID-19 RELIEF WORK,"DISASTER MANAGEMENT, INCLUDING RELIEF, REHABILITATION AND RECONSTRUCTION ACTIVITIES",SCHEDULE VII (XII),,8.02,,APOLLO TYRES FOUNDATION,8.02,,,KERALA (ERNAKULAM),Medical and Health
12293,PSB,PUNJAB & SIND BANK,One-time,"ALLOCATION OF CORPORATE SOCIAL RESPONSIBILITY (CSR) FUND TO SLBC, HP FOR PURCHASE OF OXIMETER FOR COVID-19 PATIENTS AND FACE MASK FOR MEDICAL/ PARA MEDICAL STAFF BY CHANDIGARH ZONE",,"SCHEDULE VII (I), SCHEDULE VII (XII)",,0.5,,,0.25,,0.25,,Medical and Health
12299,PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LTD.,One-time,7 (SEVEN) VACCINATION CAMPS WERE ORGANISED WHERE 850 VACCINES WERE DONE.,I,SCHEDULE VII (I),,1.38,,,1.38,,,PUNJAB (MOHALI),Medical and Health
12301,PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LTD.,One-time,PAID TO ANNANDA NGO FOR DISTRIBUTION OF RATION KITS TO VULNERABLE COMMUNITIES.,I,SCHEDULE VII (I),,15.0,,,15.0,,,MAHARASHTRA,Medical and Health
12307,PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LTD.,One-time,SUPPLY OF CONSTRUCTION MATERIAL FOR THE PUBLIC UTILITIES SERVICES IN THE NEARBY RURAL AREA.,X,SCHEDULE VII (X),,0.9,,,0.9,,,PUNJAB (MOHALI),Medical and Health
